run_index,source_project,source_test_path,target_project,target_uut_path,pre_build_success,final_build_success,total_attempts,successful_attempt,clone_classification,execution_time_seconds,gemini_api_used,pom_fix_applied,build_failed_initially,llm_response_length,pair_id
4,stefanlenselink/crawljax,core/src/test/java/com/crawljax/util/HelperTest.java,daisy1754/crawljax,src/main/java/com/crawljax/util/DomUtils.java,True,True,3,3.0,Type-3,96.30442810058594,True,False,True,7706.0,stefanlenselink/crawljax|core/src/test/java/com/crawljax/util/HelperTest.java|daisy1754/crawljax|src/main/java/com/crawljax/util/DomUtils.java
4,jaehwan-jung/crawljax,core/src/test/java/com/crawljax/util/DomUtilsTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,2,2.0,,31.922808170318604,True,False,True,7650.0,jaehwan-jung/crawljax|core/src/test/java/com/crawljax/util/DomUtilsTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
4,davidraleigh/geometry-api-java,src/test/java/com/esri/core/geometry/TestWKBSupport.java,satol/geometry-api-java,src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java,True,True,3,3.0,Type-3,70.06611824035645,True,False,True,8868.0,davidraleigh/geometry-api-java|src/test/java/com/esri/core/geometry/TestWKBSupport.java|satol/geometry-api-java|src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java
4,tempredirect/Java-Chronicle,src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java,peter-lawrey/Java-Chronicle,src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java,True,False,3,,Type-2,338.4441361427307,True,False,True,20478.0,tempredirect/Java-Chronicle|src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java|peter-lawrey/Java-Chronicle|src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java
4,wolfdancer/blueflood,blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java,dlobue/blueflood,src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java,True,True,3,3.0,Type-2,96.43457174301147,True,False,True,28163.0,wolfdancer/blueflood|blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java|dlobue/blueflood|src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java
4,mcgray/htmlelements,htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,lanwen/htmlelements,src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,True,True,2,2.0,Type-3,67.78914999961853,True,False,True,10097.0,mcgray/htmlelements|htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java|lanwen/htmlelements|src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java
5,ds2/lightfish,lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java,AdamBien/lightfish,src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java,True,True,3,3.0,Type-3,139.23951888084412,True,False,True,6207.0,ds2/lightfish|lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java|AdamBien/lightfish|src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java
5,daisy1754/crawljax,core/src/test/java/com/crawljax/util/DOMComparerTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,2,2.0,,17.44186520576477,True,False,True,2032.0,daisy1754/crawljax|core/src/test/java/com/crawljax/util/DOMComparerTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
5,stefanlenselink/crawljax,core/src/test/java/com/crawljax/util/HelperTest.java,daisy1754/crawljax,src/main/java/com/crawljax/util/DomUtils.java,True,False,3,,Type-2,152.2078709602356,True,False,True,8908.0,stefanlenselink/crawljax|core/src/test/java/com/crawljax/util/HelperTest.java|daisy1754/crawljax|src/main/java/com/crawljax/util/DomUtils.java
5,jaehwan-jung/crawljax,core/src/test/java/com/crawljax/util/DomUtilsTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,3,3.0,Type-3,63.87875413894653,True,False,True,8016.0,jaehwan-jung/crawljax|core/src/test/java/com/crawljax/util/DomUtilsTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
5,davidraleigh/geometry-api-java,src/test/java/com/esri/core/geometry/TestWKBSupport.java,satol/geometry-api-java,src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java,True,True,3,3.0,Type-3,118.32866287231445,True,False,True,8415.0,davidraleigh/geometry-api-java|src/test/java/com/esri/core/geometry/TestWKBSupport.java|satol/geometry-api-java|src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java
5,tempredirect/Java-Chronicle,src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java,peter-lawrey/Java-Chronicle,src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java,True,False,3,,Type-3,329.23546385765076,True,False,True,28454.0,tempredirect/Java-Chronicle|src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java|peter-lawrey/Java-Chronicle|src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java
5,wolfdancer/blueflood,blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java,dlobue/blueflood,src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java,True,True,2,2.0,Type-2,73.1585590839386,True,False,True,31103.0,wolfdancer/blueflood|blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java|dlobue/blueflood|src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java
5,mcgray/htmlelements,htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,lanwen/htmlelements,src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,True,False,3,,Type-3,93.50388383865356,True,False,True,5968.0,mcgray/htmlelements|htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java|lanwen/htmlelements|src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java
6,ds2/lightfish,lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java,AdamBien/lightfish,src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java,True,True,3,3.0,Type-3,59.04428195953369,True,False,True,5820.0,ds2/lightfish|lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java|AdamBien/lightfish|src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java
6,daisy1754/crawljax,core/src/test/java/com/crawljax/util/DOMComparerTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,2,2.0,Type-2,21.25058388710022,True,False,True,2295.0,daisy1754/crawljax|core/src/test/java/com/crawljax/util/DOMComparerTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
6,stefanlenselink/crawljax,core/src/test/java/com/crawljax/util/HelperTest.java,daisy1754/crawljax,src/main/java/com/crawljax/util/DomUtils.java,True,True,3,3.0,Type-2,87.63047623634338,True,False,True,8013.0,stefanlenselink/crawljax|core/src/test/java/com/crawljax/util/HelperTest.java|daisy1754/crawljax|src/main/java/com/crawljax/util/DomUtils.java
6,jaehwan-jung/crawljax,core/src/test/java/com/crawljax/util/DomUtilsTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,3,3.0,Type-3,68.3924651145935,True,False,True,8754.0,jaehwan-jung/crawljax|core/src/test/java/com/crawljax/util/DomUtilsTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
6,davidraleigh/geometry-api-java,src/test/java/com/esri/core/geometry/TestWKBSupport.java,satol/geometry-api-java,src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java,True,True,3,3.0,Type-3,110.23075103759766,True,False,True,9266.0,davidraleigh/geometry-api-java|src/test/java/com/esri/core/geometry/TestWKBSupport.java|satol/geometry-api-java|src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java
6,tempredirect/Java-Chronicle,src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java,peter-lawrey/Java-Chronicle,src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java,True,False,3,,Type-4,173.09588098526,True,False,True,7725.0,tempredirect/Java-Chronicle|src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java|peter-lawrey/Java-Chronicle|src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java
6,wolfdancer/blueflood,blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java,dlobue/blueflood,src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java,True,True,3,3.0,Type-2,134.65933179855347,True,False,True,27241.0,wolfdancer/blueflood|blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java|dlobue/blueflood|src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java
6,mcgray/htmlelements,htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,lanwen/htmlelements,src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,True,True,3,3.0,Type-2,124.56183505058289,True,False,True,11488.0,mcgray/htmlelements|htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java|lanwen/htmlelements|src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java
7,ds2/lightfish,lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java,AdamBien/lightfish,src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java,True,True,2,2.0,Type-2,49.17102003097534,True,False,True,5158.0,ds2/lightfish|lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java|AdamBien/lightfish|src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java
7,daisy1754/crawljax,core/src/test/java/com/crawljax/util/DOMComparerTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,2,2.0,Type-2,13.628231048583984,True,False,True,2091.0,daisy1754/crawljax|core/src/test/java/com/crawljax/util/DOMComparerTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
7,stefanlenselink/crawljax,core/src/test/java/com/crawljax/util/HelperTest.java,daisy1754/crawljax,src/main/java/com/crawljax/util/DomUtils.java,True,False,3,,Type-3,125.37446188926697,True,False,True,9116.0,stefanlenselink/crawljax|core/src/test/java/com/crawljax/util/HelperTest.java|daisy1754/crawljax|src/main/java/com/crawljax/util/DomUtils.java
7,jaehwan-jung/crawljax,core/src/test/java/com/crawljax/util/DomUtilsTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,3,3.0,Type-3,80.72088980674744,True,False,True,11108.0,jaehwan-jung/crawljax|core/src/test/java/com/crawljax/util/DomUtilsTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
7,davidraleigh/geometry-api-java,src/test/java/com/esri/core/geometry/TestWKBSupport.java,satol/geometry-api-java,src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java,True,False,3,,Type-2,244.09098291397095,True,False,True,11499.0,davidraleigh/geometry-api-java|src/test/java/com/esri/core/geometry/TestWKBSupport.java|satol/geometry-api-java|src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java
7,tempredirect/Java-Chronicle,src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java,peter-lawrey/Java-Chronicle,src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java,True,False,3,,Type-3,199.64736223220825,True,False,True,19867.0,tempredirect/Java-Chronicle|src/test/java/vanilla/java/chronicle/impl/ByteBufferExcerptTest.java|peter-lawrey/Java-Chronicle|src/main/java/com/higherfrequencytrading/chronicle/impl/AbstractExcerpt.java
7,wolfdancer/blueflood,blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java,dlobue/blueflood,src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java,True,True,3,3.0,Type-2,110.85143303871155,True,False,True,27315.0,wolfdancer/blueflood|blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/BluefloodCounterRollupTest.java|dlobue/blueflood|src/main/java/com/rackspacecloud/blueflood/types/CounterRollup.java
7,mcgray/htmlelements,htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,lanwen/htmlelements,src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java,True,True,3,3.0,Type-2,155.64451694488525,True,False,True,9847.0,mcgray/htmlelements|htmlelements-java/src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java|lanwen/htmlelements|src/test/java/ru/yandex/qatools/htmlelements/PageInitializationTest.java
8,ds2/lightfish,lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java,AdamBien/lightfish,src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java,True,True,3,3.0,Type-2,78.98433899879456,True,False,True,6412.0,ds2/lightfish|lightfish/src/test/java/org/lightfish/business/monitoring/control/SessionTokenRetrieverTest.java|AdamBien/lightfish|src/main/java/org/lightfish/business/servermonitoring/control/SessionTokenRetriever.java
8,daisy1754/crawljax,core/src/test/java/com/crawljax/util/DOMComparerTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,2,2.0,Type-2,20.536343097686768,True,False,True,2075.0,daisy1754/crawljax|core/src/test/java/com/crawljax/util/DOMComparerTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
8,stefanlenselink/crawljax,core/src/test/java/com/crawljax/util/HelperTest.java,daisy1754/crawljax,src/main/java/com/crawljax/util/DomUtils.java,True,True,3,3.0,Type-3,77.17604088783264,True,False,True,6019.0,stefanlenselink/crawljax|core/src/test/java/com/crawljax/util/HelperTest.java|daisy1754/crawljax|src/main/java/com/crawljax/util/DomUtils.java
8,jaehwan-jung/crawljax,core/src/test/java/com/crawljax/util/DomUtilsTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/util/Helper.java,True,True,2,2.0,Type-2,24.7003812789917,True,False,True,6282.0,jaehwan-jung/crawljax|core/src/test/java/com/crawljax/util/DomUtilsTest.java|stefanlenselink/crawljax|src/main/java/com/crawljax/util/Helper.java
8,davidraleigh/geometry-api-java,src/test/java/com/esri/core/geometry/TestWKBSupport.java,satol/geometry-api-java,src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java,True,True,3,3.0,Type-3,91.66384410858154,True,False,True,9021.0,davidraleigh/geometry-api-java|src/test/java/com/esri/core/geometry/TestWKBSupport.java|satol/geometry-api-java|src/main/java/com/esri/core/geometry/ogc/OGCGeometry.java
