source_project,source_test_path,target_project,target_uut_path,pre_build_success,final_build_success,total_attempts,successful_attempt,clone_classification,initial_error_type,final_error_message,execution_time_seconds,timestamp,gemini_api_used,pom_fix_applied,build_failed_initially,llm_response_length,_file,pair_id
yiyingcanfeng/shiro-redis,src/test/java/org/crazycake/shiro/RedisSessionDAOTest.java,leusonmario/shiro-redis,src/main/java/org/crazycake/shiro/ObjectSerializer.java,True,False,3,,Type-2,,,216.05778694152832,2025-09-21T22:57:15.414173,True,False,True,7446,adaptation_metrics_2025-09-21T22:47:24.441961.json,yiyingcanfeng/shiro-redis→leusonmario/shiro-redis
daisy1754/crawljax,core/src/test/java/com/crawljax/condition/BrowserDoesntLeaveUrlTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/crawltests/BaseCrawler.java,True,True,2,2.0,Type-2,,,14.101438045501709,2025-09-21T23:00:53.216996,True,False,True,1770,adaptation_metrics_2025-09-21T22:47:24.441961.json,daisy1754/crawljax→stefanlenselink/crawljax
JMPerez/spotify-web-api-java,src/test/java/com/wrapper/spotify/methods/PlaylistTracksRequestTest.java,danieldisu/spotify-web-api-java,src/main/java/com/wrapper/spotify/models/Track.java,True,True,2,2.0,Type-2,,,22.545457124710083,2025-09-21T23:01:08.006340,True,False,True,7329,adaptation_metrics_2025-09-21T22:47:24.441961.json,JMPerez/spotify-web-api-java→danieldisu/spotify-web-api-java
sfcoy/arquillian-container-tomcat,tomcat-managed-common/src/test/java/org/jboss/arquillian/container/tomcat/managed/TomcatManagedContainerTest.java,ianbrandt/arquillian-container-tomcat,src/main/java/org/jboss/arquillian/container/tomcat/managed_7/TomcatManagedContainer.java,True,True,2,2.0,Type-3,,,59.985690116882324,2025-09-21T23:01:31.287998,True,False,True,4985,adaptation_metrics_2025-09-21T22:47:24.441961.json,sfcoy/arquillian-container-tomcat→ianbrandt/arquillian-container-tomcat
apache/maven-surefire,surefire-api/src/test/java/org/apache/maven/surefire/api/testset/FundamentalFilterTest.java,agudian/maven-surefire,src/main/java/org/apache/maven/surefire/testset/ResolvedTest.java,True,True,3,3.0,Type-3,,,239.6331958770752,2025-09-21T23:02:31.942663,True,False,True,24148,adaptation_metrics_2025-09-21T22:47:24.441961.json,apache/maven-surefire→agudian/maven-surefire
yiyingcanfeng/shiro-redis,src/test/java/org/crazycake/shiro/RedisSessionDAOTest.java,leusonmario/shiro-redis,src/main/java/org/crazycake/shiro/ObjectSerializer.java,True,True,2,2.0,Type-4,,,45.41682195663452,2025-09-21T23:06:32.595066,True,False,True,7858,adaptation_metrics_2025-09-21T22:47:24.441961.json,yiyingcanfeng/shiro-redis→leusonmario/shiro-redis
daisy1754/crawljax,core/src/test/java/com/crawljax/condition/BrowserDoesntLeaveUrlTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/crawltests/BaseCrawler.java,True,True,2,2.0,Type-2,,,12.679187059402466,2025-09-21T23:07:18.691010,True,False,True,870,adaptation_metrics_2025-09-21T22:47:24.441961.json,daisy1754/crawljax→stefanlenselink/crawljax
JMPerez/spotify-web-api-java,src/test/java/com/wrapper/spotify/methods/PlaylistTracksRequestTest.java,danieldisu/spotify-web-api-java,src/main/java/com/wrapper/spotify/models/Track.java,True,True,3,3.0,Type-3,,,113.35755395889282,2025-09-21T23:07:32.054021,True,False,True,4943,adaptation_metrics_2025-09-21T22:47:24.441961.json,JMPerez/spotify-web-api-java→danieldisu/spotify-web-api-java
sfcoy/arquillian-container-tomcat,tomcat-managed-common/src/test/java/org/jboss/arquillian/container/tomcat/managed/TomcatManagedContainerTest.java,ianbrandt/arquillian-container-tomcat,src/main/java/org/jboss/arquillian/container/tomcat/managed_7/TomcatManagedContainer.java,True,True,2,2.0,Type-3,,,45.30610632896423,2025-09-21T23:09:26.082711,True,False,True,5559,adaptation_metrics_2025-09-21T22:47:24.441961.json,sfcoy/arquillian-container-tomcat→ianbrandt/arquillian-container-tomcat
apache/maven-surefire,surefire-api/src/test/java/org/apache/maven/surefire/api/testset/FundamentalFilterTest.java,agudian/maven-surefire,src/main/java/org/apache/maven/surefire/testset/ResolvedTest.java,True,True,2,2.0,Type-2,,,57.06590008735657,2025-09-21T23:10:12.053250,True,False,True,24403,adaptation_metrics_2025-09-21T22:47:24.441961.json,apache/maven-surefire→agudian/maven-surefire
yiyingcanfeng/shiro-redis,src/test/java/org/crazycake/shiro/RedisSessionDAOTest.java,leusonmario/shiro-redis,src/main/java/org/crazycake/shiro/ObjectSerializer.java,True,False,3,,Type-3,,,143.9398069381714,2025-09-21T23:11:09.584563,True,False,True,3141,adaptation_metrics_2025-09-21T22:47:24.441961.json,yiyingcanfeng/shiro-redis→leusonmario/shiro-redis
daisy1754/crawljax,core/src/test/java/com/crawljax/condition/BrowserDoesntLeaveUrlTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/crawltests/BaseCrawler.java,True,True,2,2.0,Type-3,,,15.439266204833984,2025-09-21T23:13:34.357399,True,False,True,792,adaptation_metrics_2025-09-21T22:47:24.441961.json,daisy1754/crawljax→stefanlenselink/crawljax
JMPerez/spotify-web-api-java,src/test/java/com/wrapper/spotify/methods/PlaylistTracksRequestTest.java,danieldisu/spotify-web-api-java,src/main/java/com/wrapper/spotify/models/Track.java,True,True,2,2.0,Type-2,,,38.41074800491333,2025-09-21T23:13:50.536645,True,False,True,8404,adaptation_metrics_2025-09-21T22:47:24.441961.json,JMPerez/spotify-web-api-java→danieldisu/spotify-web-api-java
sfcoy/arquillian-container-tomcat,tomcat-managed-common/src/test/java/org/jboss/arquillian/container/tomcat/managed/TomcatManagedContainerTest.java,ianbrandt/arquillian-container-tomcat,src/main/java/org/jboss/arquillian/container/tomcat/managed_7/TomcatManagedContainer.java,True,True,2,2.0,Type-3,,,52.78102993965149,2025-09-21T23:14:29.651877,True,False,True,5254,adaptation_metrics_2025-09-21T22:47:24.441961.json,sfcoy/arquillian-container-tomcat→ianbrandt/arquillian-container-tomcat
apache/maven-surefire,surefire-api/src/test/java/org/apache/maven/surefire/api/testset/FundamentalFilterTest.java,agudian/maven-surefire,src/main/java/org/apache/maven/surefire/testset/ResolvedTest.java,True,True,3,3.0,Type-4,,,204.265691280365,2025-09-21T23:15:23.205546,True,False,True,22759,adaptation_metrics_2025-09-21T22:47:24.441961.json,apache/maven-surefire→agudian/maven-surefire
yiyingcanfeng/shiro-redis,src/test/java/org/crazycake/shiro/RedisSessionDAOTest.java,leusonmario/shiro-redis,src/main/java/org/crazycake/shiro/ObjectSerializer.java,True,True,2,2.0,Type-4,,,64.0717031955719,2025-09-21T23:18:48.091148,True,False,True,9415,adaptation_metrics_2025-09-21T22:47:24.441961.json,yiyingcanfeng/shiro-redis→leusonmario/shiro-redis
daisy1754/crawljax,core/src/test/java/com/crawljax/condition/BrowserDoesntLeaveUrlTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/crawltests/BaseCrawler.java,True,True,2,2.0,Unknown,,,15.481039047241211,2025-09-21T23:19:52.998516,True,False,True,769,adaptation_metrics_2025-09-21T22:47:24.441961.json,daisy1754/crawljax→stefanlenselink/crawljax
JMPerez/spotify-web-api-java,src/test/java/com/wrapper/spotify/methods/PlaylistTracksRequestTest.java,danieldisu/spotify-web-api-java,src/main/java/com/wrapper/spotify/models/Track.java,True,True,2,2.0,Type-4,,,72.95367121696472,2025-09-21T23:20:09.191103,True,False,True,9963,adaptation_metrics_2025-09-21T22:47:24.441961.json,JMPerez/spotify-web-api-java→danieldisu/spotify-web-api-java
sfcoy/arquillian-container-tomcat,tomcat-managed-common/src/test/java/org/jboss/arquillian/container/tomcat/managed/TomcatManagedContainerTest.java,ianbrandt/arquillian-container-tomcat,src/main/java/org/jboss/arquillian/container/tomcat/managed_7/TomcatManagedContainer.java,True,True,2,2.0,Unknown,,,46.67336702346802,2025-09-21T23:21:23.039444,True,False,True,3628,adaptation_metrics_2025-09-21T22:47:24.441961.json,sfcoy/arquillian-container-tomcat→ianbrandt/arquillian-container-tomcat
apache/maven-surefire,surefire-api/src/test/java/org/apache/maven/surefire/api/testset/FundamentalFilterTest.java,agudian/maven-surefire,src/main/java/org/apache/maven/surefire/testset/ResolvedTest.java,True,True,3,3.0,Type-4,,,250.6456389427185,2025-09-21T23:22:10.552755,True,False,True,23428,adaptation_metrics_2025-09-21T22:47:24.441961.json,apache/maven-surefire→agudian/maven-surefire
yiyingcanfeng/shiro-redis,src/test/java/org/crazycake/shiro/RedisSessionDAOTest.java,leusonmario/shiro-redis,src/main/java/org/crazycake/shiro/ObjectSerializer.java,True,True,2,2.0,Type-2,,,45.585834980010986,2025-09-21T23:26:21.942274,True,False,True,8467,adaptation_metrics_2025-09-21T22:47:24.441961.json,yiyingcanfeng/shiro-redis→leusonmario/shiro-redis
daisy1754/crawljax,core/src/test/java/com/crawljax/condition/BrowserDoesntLeaveUrlTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/crawltests/BaseCrawler.java,True,True,3,3.0,Type-3,,,43.87150597572327,2025-09-21T19:18:14.055705,True,False,True,2451,adaptation_metrics_A_WMUUT.json,daisy1754/crawljax→stefanlenselink/crawljax
JMPerez/spotify-web-api-java,src/test/java/com/wrapper/spotify/methods/PlaylistTracksRequestTest.java,danieldisu/spotify-web-api-java,src/main/java/com/wrapper/spotify/models/Track.java,True,True,2,2.0,Type-2,,,30.501046180725098,2025-09-21T19:18:58.729664,True,False,True,8300,adaptation_metrics_A_WMUUT.json,JMPerez/spotify-web-api-java→danieldisu/spotify-web-api-java
sfcoy/arquillian-container-tomcat,tomcat-managed-common/src/test/java/org/jboss/arquillian/container/tomcat/managed/TomcatManagedContainerTest.java,ianbrandt/arquillian-container-tomcat,src/main/java/org/jboss/arquillian/container/tomcat/managed_7/TomcatManagedContainer.java,True,True,2,2.0,Type-3,,,77.99611616134644,2025-09-21T19:19:29.868363,True,False,True,8027,adaptation_metrics_A_WMUUT.json,sfcoy/arquillian-container-tomcat→ianbrandt/arquillian-container-tomcat
apache/maven-surefire,surefire-api/src/test/java/org/apache/maven/surefire/api/testset/FundamentalFilterTest.java,agudian/maven-surefire,src/main/java/org/apache/maven/surefire/testset/ResolvedTest.java,True,True,2,2.0,Unknown,,,62.53814697265625,2025-09-21T19:20:48.602987,True,False,True,21784,adaptation_metrics_A_WMUUT.json,apache/maven-surefire→agudian/maven-surefire
yiyingcanfeng/shiro-redis,src/test/java/org/crazycake/shiro/RedisSessionDAOTest.java,leusonmario/shiro-redis,src/main/java/org/crazycake/shiro/ObjectSerializer.java,True,False,3,,Type-2,,,224.29881715774536,2025-09-21T19:21:51.887644,True,False,True,3116,adaptation_metrics_A_WMUUT.json,yiyingcanfeng/shiro-redis→leusonmario/shiro-redis
daisy1754/crawljax,core/src/test/java/com/crawljax/condition/BrowserDoesntLeaveUrlTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/crawltests/BaseCrawler.java,True,True,3,3.0,Type-3,,,32.454750776290894,2025-09-21T19:48:50.583270,True,False,True,3222,adaptation_metrics_A_WMUUT_2.json,daisy1754/crawljax→stefanlenselink/crawljax
JMPerez/spotify-web-api-java,src/test/java/com/wrapper/spotify/methods/PlaylistTracksRequestTest.java,danieldisu/spotify-web-api-java,src/main/java/com/wrapper/spotify/models/Track.java,True,True,2,2.0,Type-2,,,32.205073833465576,2025-09-21T19:49:23.923477,True,False,True,7787,adaptation_metrics_A_WMUUT_2.json,JMPerez/spotify-web-api-java→danieldisu/spotify-web-api-java
sfcoy/arquillian-container-tomcat,tomcat-managed-common/src/test/java/org/jboss/arquillian/container/tomcat/managed/TomcatManagedContainerTest.java,ianbrandt/arquillian-container-tomcat,src/main/java/org/jboss/arquillian/container/tomcat/managed_7/TomcatManagedContainer.java,True,True,2,2.0,Type-3,,,67.22845602035522,2025-09-21T19:49:56.971876,True,False,True,5461,adaptation_metrics_A_WMUUT_2.json,sfcoy/arquillian-container-tomcat→ianbrandt/arquillian-container-tomcat
apache/maven-surefire,surefire-api/src/test/java/org/apache/maven/surefire/api/testset/FundamentalFilterTest.java,agudian/maven-surefire,src/main/java/org/apache/maven/surefire/testset/ResolvedTest.java,True,True,2,2.0,Type-4,,,117.38017392158508,2025-09-21T19:51:05.069215,True,False,True,21304,adaptation_metrics_A_WMUUT_2.json,apache/maven-surefire→agudian/maven-surefire
yiyingcanfeng/shiro-redis,src/test/java/org/crazycake/shiro/RedisSessionDAOTest.java,leusonmario/shiro-redis,src/main/java/org/crazycake/shiro/ObjectSerializer.java,True,False,3,,Type-3,,,208.49954104423523,2025-09-21T19:53:03.240318,True,False,True,2915,adaptation_metrics_A_WMUUT_2.json,yiyingcanfeng/shiro-redis→leusonmario/shiro-redis
daisy1754/crawljax,core/src/test/java/com/crawljax/condition/BrowserDoesntLeaveUrlTest.java,stefanlenselink/crawljax,src/main/java/com/crawljax/crawltests/BaseCrawler.java,True,True,2,2.0,Type-2,,,13.128324747085571,2025-09-21T22:27:47.513715,True,False,True,1804,adaptation_metrics_A_WMUUT_3.json,daisy1754/crawljax→stefanlenselink/crawljax
JMPerez/spotify-web-api-java,src/test/java/com/wrapper/spotify/methods/PlaylistTracksRequestTest.java,danieldisu/spotify-web-api-java,src/main/java/com/wrapper/spotify/models/Track.java,True,False,3,,Type-4,,,333.33146595954895,2025-09-21T22:28:01.257161,True,False,True,3771,adaptation_metrics_A_WMUUT_3.json,JMPerez/spotify-web-api-java→danieldisu/spotify-web-api-java
sfcoy/arquillian-container-tomcat,tomcat-managed-common/src/test/java/org/jboss/arquillian/container/tomcat/managed/TomcatManagedContainerTest.java,ianbrandt/arquillian-container-tomcat,src/main/java/org/jboss/arquillian/container/tomcat/managed_7/TomcatManagedContainer.java,True,True,2,2.0,Type-4,,,53.091245889663696,2025-09-21T22:33:35.363408,True,False,True,6031,adaptation_metrics_A_WMUUT_3.json,sfcoy/arquillian-container-tomcat→ianbrandt/arquillian-container-tomcat
apache/maven-surefire,surefire-api/src/test/java/org/apache/maven/surefire/api/testset/FundamentalFilterTest.java,agudian/maven-surefire,src/main/java/org/apache/maven/surefire/testset/ResolvedTest.java,True,True,2,2.0,Type-4,,,47.53216886520386,2025-09-21T22:34:29.330142,True,False,True,19966,adaptation_metrics_A_WMUUT_3.json,apache/maven-surefire→agudian/maven-surefire
yiyingcanfeng/shiro-redis,src/test/java/org/crazycake/shiro/RedisSessionDAOTest.java,leusonmario/shiro-redis,src/main/java/org/crazycake/shiro/ObjectSerializer.java,True,False,3,,Type-2,,,281.89441204071045,2025-09-21T22:35:17.766759,True,False,True,4419,adaptation_metrics_A_WMUUT_3.json,yiyingcanfeng/shiro-redis→leusonmario/shiro-redis
